TradeID,Portfolio,Trader,Symbol,Quantity,Price,Side,TradeDate,SettlementDate,Exchange,Currency,AssetClass,Sector,Broker,Counterparty,Commission
1196,Growth,David,META,200,193.29,BUY,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,UBS,Jones Ltd,19.33
1197,Income,Michelle,BAC,1000,274.58,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,UBS,"King, Arnold and Singleton",137.29
1198,Balanced,Pamela,JNJ,100,51.34,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Healthcare,UBS,Carlson-Phillips,2.57
1199,Growth,Dominique,PFE,1000,425.35,SELL,2026-07-19,2026-07-21,NYSE,USD,Equity,Healthcare,UBS,Henderson-Nunez,212.68
1200,Retirement,Michael,WFC,200,317.61,BUY,2026-07-19,2026-07-21,NYSE,USD,Equity,Financial,Citi,Anderson Inc,31.76
1201,Growth,Jennifer,AMZN,1000,496.42,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Consumer,Morgan Stanley,"Sanders, Stanley and Hood",248.21
1202,Growth,Stephen,AAPL,500,46.06,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Goldman Sachs,Rivera-Barnes,11.52
1203,Income,Charles,BAC,500,193.28,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,JPMorgan,Matthews-Phillips,48.32
1204,Income,John,META,100,44.9,BUY,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Citi,Bullock LLC,2.25
1205,ETF,Nicole,AAPL,200,417.88,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,JPMorgan,Thomas Group,41.79
1206,Income,Jeffrey,AAPL,200,477.45,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Morgan Stanley,Cox-Sandoval,47.74
1207,Growth,Emma,PFE,100,474.27,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Healthcare,Morgan Stanley,Hicks Inc,23.71
1208,Growth,Christopher,JNJ,200,413.09,BUY,2026-07-28,2026-07-30,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Marshall, Carter and Johnson",41.31
1209,ETF,Aaron,AAPL,200,112.61,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Nichols, Steele and Thomas",11.26
1210,Growth,Christina,PFE,200,398.88,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Healthcare,JPMorgan,Barnett Inc,39.89
1211,Balanced,Kimberly,TSLA,100,190.84,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Auto,UBS,Wilson Ltd,9.54
1212,Retirement,Brian,AAPL,200,492.08,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,Citi,"Gray, Guzman and Patterson",49.21
1213,Growth,Mary,META,100,375.7,SELL,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,UBS,Klein PLC,18.79
1214,Growth,Monica,BAC,200,257.23,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Morgan Stanley,Hanson-Johnson,25.72
1215,Balanced,Tracey,AMZN,1000,165.07,SELL,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Consumer,Morgan Stanley,Mcmahon PLC,82.53
1216,ETF,Matthew,AMZN,1000,305.48,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Grant-Reed,152.74
1217,ETF,Jeremy,CVX,200,145.24,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Energy,Citi,"Davis, Gray and Marquez",14.52
1218,ETF,Brittany,XOM,200,404.22,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,Morgan Stanley,Velasquez Inc,40.42
1219,Balanced,Noah,META,500,278.98,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Bank of America,"Wilson, Mendez and Flores",69.75
1220,Retirement,Christopher,NVDA,500,171.4,BUY,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Citi,"Brown, Russo and Fernandez",42.85
1221,ETF,Traci,AMZN,1000,111.3,SELL,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Consumer,Bank of America,Miller PLC,55.65
1222,Balanced,Melissa,GS,100,195.1,BUY,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,Bank of America,Obrien-Kramer,9.76
1223,Retirement,David,XOM,500,218.86,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Energy,UBS,Carroll-Adkins,54.72
1224,Income,Jessica,JPM,500,69.8,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,Morgan Stanley,Palmer Ltd,17.45
1225,Retirement,Mitchell,PFE,500,302.07,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Healthcare,Bank of America,Sims-Mitchell,75.52
1226,Growth,Debra,XOM,1000,289.36,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,UBS,Collins-Moore,144.68
1227,Growth,Monica,WFC,200,474.13,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,UBS,"Jones, Flowers and Lowery",47.41
1228,Income,Alicia,JPM,1000,25.38,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,UBS,Franklin Ltd,12.69
1229,Growth,Kenneth,META,200,391.12,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,JPMorgan,"Collier, Tanner and Scott",39.11
1230,Retirement,Wesley,WFC,500,68.05,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,UBS,Wells Ltd,17.01
1231,Income,Brandi,BAC,200,130.05,SELL,2026-07-08,2026-07-10,NYSE,USD,Equity,Financial,Citi,Cline-Howard,13.01
1232,Balanced,Sarah,GS,500,170.76,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Financial,Citi,Calderon-Owens,42.69
1233,Retirement,Ashlee,JPM,200,239.65,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,Morgan Stanley,Harvey-Steele,23.96
1234,Balanced,Rebecca,BAC,1000,450.12,SELL,2026-07-10,2026-07-12,NYSE,USD,Equity,Financial,Citi,"White, Owens and Paul",225.06
1235,ETF,Ashley,BAC,500,337.52,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,JPMorgan,"Mendoza, Lynch and Whitehead",84.38
1236,Income,Gloria,GS,200,229.41,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,UBS,"Gardner, Bennett and Mckinney",22.94
1237,Retirement,Christopher,GOOGL,500,264.95,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Goldman Sachs,Moore Inc,66.24
1238,ETF,Yvonne,JPM,200,299.48,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Morgan Stanley,Serrano Ltd,29.95
1239,Balanced,Barry,PFE,200,250.28,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Parrish, Flores and Morton",25.03
1240,Balanced,Brian,AMZN,500,456.0,SELL,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Short and Sons,114.0
1241,Growth,Dwayne,AMZN,1000,211.49,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Consumer,Morgan Stanley,Stephens-Howard,105.75
1242,Balanced,Larry,MSFT,500,468.88,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,JPMorgan,Cox LLC,117.22
1243,ETF,Jeremy,JNJ,1000,252.53,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Bank of America,"Brooks, Peterson and Smith",126.27
1244,Balanced,James,JNJ,100,336.42,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Healthcare,Citi,Pace Group,16.82
1245,Retirement,Jennifer,AAPL,100,212.25,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,Bank of America,Shields-Sullivan,10.61
1246,Income,Margaret,NVDA,1000,471.88,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,JPMorgan,Garcia and Sons,235.94
1247,Income,Randy,META,500,472.78,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,JPMorgan,Wu Inc,118.2
1248,Balanced,Zachary,WFC,100,30.86,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Financial,Morgan Stanley,Barr-Freeman,1.54
1249,ETF,Michelle,BAC,200,427.95,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,Goldman Sachs,Stephenson Inc,42.8
1250,Retirement,Sarah,AMZN,500,212.06,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Consumer,Bank of America,"Mcknight, Reed and Torres",53.02
1251,Retirement,Kristi,AAPL,100,435.84,SELL,2026-07-28,2026-07-30,NASDAQ,USD,Equity,Technology,Citi,Bolton Ltd,21.79
1252,ETF,Joseph,JNJ,100,399.48,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Healthcare,Goldman Sachs,Brown Ltd,19.97
1253,Retirement,Justin,AAPL,200,271.71,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,JPMorgan,Marquez LLC,27.17
1254,Income,Jacob,MSFT,500,495.47,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Bank of America,"Diaz, Martinez and Stanton",123.87
1255,ETF,David,XOM,200,454.92,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Energy,Bank of America,"Horton, Mueller and Roberts",45.49
1256,Growth,Kathryn,WFC,1000,355.85,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,Citi,Kim LLC,177.93
1257,Growth,Mark,NVDA,200,487.89,BUY,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Technology,JPMorgan,Stewart-Harper,48.79
1258,Retirement,Allen,JPM,200,390.23,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,Citi,Hill Ltd,39.02
1259,Growth,Christopher,JPM,500,197.92,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Citi,Mccormick Group,49.48
1260,ETF,Paula,XOM,100,219.19,SELL,2026-07-29,2026-07-31,NYSE,USD,Equity,Energy,Citi,Jefferson LLC,10.96
1261,Retirement,Benjamin,WFC,100,56.62,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,JPMorgan,"Wallace, Lowery and Castro",2.83
1262,Balanced,Ralph,MSFT,500,56.0,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,Morgan Stanley,Smith Inc,14.0
1263,ETF,Edward,GOOGL,200,416.62,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Technology,Citi,Buchanan PLC,41.66
1264,Retirement,Corey,NVDA,1000,389.31,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Citi,Blevins-Davidson,194.66
1265,Balanced,Toni,XOM,1000,461.45,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Energy,Morgan Stanley,Dixon LLC,230.72
1266,Income,Curtis,MSFT,100,129.74,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,Citi,Parker-Phillips,6.49
1267,Retirement,Tiffany,CVX,200,27.88,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Energy,Goldman Sachs,Stewart-Lee,2.79
1268,Retirement,Patricia,TSLA,500,234.54,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Auto,Morgan Stanley,"Robinson, Green and Riley",58.63
1269,Income,Ashley,PFE,500,122.34,SELL,2026-07-04,2026-07-06,NYSE,USD,Equity,Healthcare,Citi,Powers-Andrade,30.59
1270,Income,Chris,MSFT,200,360.5,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Morgan Stanley,Arroyo PLC,36.05
1271,Income,Robin,GOOGL,1000,183.7,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,JPMorgan,Torres Ltd,91.85
1272,ETF,John,MSFT,1000,352.55,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,JPMorgan,Bird-Manning,176.28
1273,ETF,Debbie,PFE,1000,36.52,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Healthcare,UBS,Brown-Webster,18.26
1274,Retirement,Julie,GS,500,477.61,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Citi,Hurst Inc,119.4
1275,ETF,Jeffrey,JPM,200,306.41,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Financial,Goldman Sachs,"Collins, Johnson and Lawrence",30.64
1276,Growth,Tanya,GOOGL,500,242.71,BUY,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Goldman Sachs,Montes-Scott,60.68
1277,ETF,Chad,PFE,100,350.03,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Citi,Brown Ltd,17.5
1278,Growth,Denise,WFC,100,65.83,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,JPMorgan,Pham Inc,3.29
1279,Income,Jeffrey,WFC,500,181.95,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,JPMorgan,Davis-Walker,45.49
1280,Income,Carl,CVX,500,383.73,BUY,2026-07-19,2026-07-21,NYSE,USD,Equity,Energy,Goldman Sachs,Brown-Page,95.93
1281,ETF,Isaac,JNJ,1000,328.34,BUY,2026-07-21,2026-07-23,NYSE,USD,Equity,Healthcare,UBS,Werner Ltd,164.17
1282,Growth,Sarah,TSLA,100,78.23,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Auto,Bank of America,Tanner-Maldonado,3.91
1283,Balanced,Jennifer,PFE,500,270.79,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Healthcare,Citi,Meyer-Boyd,67.7
1284,Income,Tyler,WFC,500,89.64,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Financial,JPMorgan,"Burns, Ramirez and Wood",22.41
1285,Retirement,Karen,WFC,1000,35.42,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,UBS,"Patterson, Schmitt and Green",17.71
1286,Balanced,Colin,PFE,100,306.08,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Bank of America,"Watkins, Jones and Taylor",15.3
1287,Growth,Donna,GOOGL,100,483.09,SELL,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Miller, Greene and Mitchell",24.15
1288,Growth,John,TSLA,1000,439.85,BUY,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Auto,UBS,Russell-Baxter,219.93
1289,ETF,Thomas,JPM,200,283.82,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,Goldman Sachs,Baker-Keith,28.38
1290,ETF,Daniel,MSFT,200,294.24,BUY,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Technology,Goldman Sachs,Fernandez-York,29.42
1291,Growth,Richard,NVDA,100,416.25,BUY,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Technology,Morgan Stanley,Garcia LLC,20.81
1292,Income,Robert,BAC,200,459.18,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,JPMorgan,Cervantes PLC,45.92
1293,Growth,Jacob,META,100,338.19,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Quinn, Graves and Lambert",16.91
1294,ETF,Kathleen,GOOGL,200,460.46,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,JPMorgan,"Roberts, Davis and Duncan",46.05
1295,Growth,Charles,BAC,1000,282.65,SELL,2026-07-04,2026-07-06,NYSE,USD,Equity,Financial,UBS,Brown-Johnston,141.33
1296,ETF,Walter,GS,200,273.08,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,JPMorgan,Schultz LLC,27.31
1297,Growth,James,BAC,200,479.18,SELL,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,Citi,Evans-Raymond,47.92
1298,ETF,Steven,AMZN,500,47.06,BUY,2026-07-09,2026-07-11,NASDAQ,USD,Equity,Consumer,Bank of America,"Fitzgerald, Shaffer and Peters",11.77
1299,Retirement,Samantha,TSLA,1000,485.98,SELL,2026-07-28,2026-07-30,NASDAQ,USD,Equity,Auto,UBS,Galloway-Yates,242.99
1300,Growth,Adam,META,500,108.97,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Morgan Stanley,Smith-Smith,27.24
1301,Income,Rachel,XOM,1000,227.59,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,Bank of America,"Chambers, Joyce and Benson",113.8
1302,Income,Amanda,NVDA,1000,442.6,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Bank of America,Frazier-Warren,221.3
1303,Growth,Kristen,JNJ,200,241.58,SELL,2026-07-31,2026-08-02,NYSE,USD,Equity,Healthcare,UBS,"Reed, Reeves and Bridges",24.16
1304,Income,Andrew,AMZN,500,487.07,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Consumer,Morgan Stanley,Boyle Inc,121.77
1305,Growth,Colin,TSLA,500,446.26,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Auto,Bank of America,"Moore, Johnson and Brown",111.56
1306,Retirement,Katrina,XOM,100,442.46,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Energy,Morgan Stanley,Rodriguez PLC,22.12
1307,Balanced,Tara,META,100,121.85,BUY,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,JPMorgan,"Hernandez, Charles and Larson",6.09
1308,Growth,Evelyn,XOM,1000,177.73,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Energy,JPMorgan,"Williams, Weaver and Howard",88.86
1309,Income,Nicholas,PFE,200,218.83,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Bank of America,"Whitaker, Strong and Johnson",21.88
1310,Income,Bobby,MSFT,500,213.37,SELL,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,Citi,Sanchez Ltd,53.34
1311,ETF,Tiffany,NVDA,1000,88.01,SELL,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,Goldman Sachs,Williams LLC,44.01
1312,Balanced,Jeffrey,PFE,100,109.42,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,UBS,Anderson Ltd,5.47
1313,ETF,Kristin,BAC,200,243.18,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Goldman Sachs,"Lawson, Moore and Nguyen",24.32
1314,Retirement,Lisa,GS,1000,171.06,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,Citi,"Williamson, Davis and Simmons",85.53
1315,Balanced,Tiffany,WFC,1000,450.34,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Financial,UBS,Gay-Christian,225.17
1316,Retirement,Jeremy,TSLA,500,265.2,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Auto,UBS,Reese LLC,66.3
1317,Income,Melanie,AAPL,1000,30.21,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Bank of America,Pena and Sons,15.11
1318,Growth,Kara,NVDA,100,87.94,BUY,2026-07-28,2026-07-30,NASDAQ,USD,Equity,Technology,Citi,Perkins Ltd,4.4
1319,Growth,Michelle,JNJ,100,373.7,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Healthcare,Citi,"Turner, Brown and Ortiz",18.68
1320,ETF,David,MSFT,1000,293.6,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,UBS,Morales Group,146.8
1321,Retirement,Eric,BAC,500,68.46,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,JPMorgan,"Johnson, Green and Espinoza",17.12
1322,ETF,April,XOM,1000,452.33,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,Morgan Stanley,Clarke Group,226.16
1323,Retirement,Cory,AAPL,100,141.87,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,JPMorgan,"Phillips, Miller and Small",7.09
1324,Growth,Marcus,GS,100,29.26,BUY,2026-07-14,2026-07-16,NYSE,USD,Equity,Financial,UBS,Perry PLC,1.46
1325,Retirement,Kendra,GOOGL,200,477.5,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,UBS,Young-Pierce,47.75
1326,Retirement,Stephanie,BAC,1000,358.16,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,UBS,"Henderson, Miller and Hess",179.08
1327,Growth,Christina,AAPL,200,370.73,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Burke, Perry and Clark",37.07
1328,Balanced,Kathryn,AMZN,200,415.2,SELL,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Roberts-Collier,41.52
1329,Balanced,Casey,GOOGL,500,349.86,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Quinn, Marquez and Smith",87.47
1330,Growth,Micheal,TSLA,200,406.82,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Auto,Morgan Stanley,"Logan, Lane and Nunez",40.68
1331,Income,Karen,JPM,500,87.43,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Financial,Bank of America,Williams-Torres,21.86
1332,Balanced,Brandon,JNJ,200,42.38,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Healthcare,Morgan Stanley,Gutierrez-Hughes,4.24
1333,Growth,Sean,BAC,1000,304.15,BUY,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,UBS,Hamilton PLC,152.08
1334,Retirement,Thomas,AMZN,500,432.53,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Consumer,JPMorgan,Turner Group,108.13
1335,Retirement,Joseph,META,100,351.31,BUY,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Gonzalez, Dunlap and Ford",17.57
1336,Balanced,Kyle,GOOGL,500,89.93,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,UBS,Grant-Kelley,22.48
1337,Growth,Lorraine,PFE,1000,296.17,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Healthcare,Bank of America,Howell-Rivers,148.09
1338,Retirement,Jessica,META,200,282.0,BUY,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Bank of America,Cook-Velasquez,28.2
1339,Income,Erik,TSLA,1000,37.58,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Auto,Goldman Sachs,Evans-Smith,18.79
1340,Income,John,GS,1000,446.14,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,Morgan Stanley,Green-Hamilton,223.07
1341,ETF,Jamie,AAPL,100,266.45,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Morgan Stanley,Hall-Myers,13.32
1342,Growth,Gina,GS,200,372.89,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Morgan Stanley,Miranda-Martinez,37.29
1343,Balanced,Pamela,NVDA,1000,260.82,SELL,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Technology,JPMorgan,Hill LLC,130.41
1344,Retirement,Melissa,BAC,100,239.06,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,Goldman Sachs,King and Sons,11.95
1345,Growth,Ashley,GOOGL,100,81.1,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,Morgan Stanley,Anthony-Butler,4.05
1346,Retirement,Rebecca,CVX,500,444.73,BUY,2026-07-14,2026-07-16,NYSE,USD,Equity,Energy,Citi,Norton LLC,111.18
1347,Growth,Dawn,JPM,100,202.14,SELL,2026-07-03,2026-07-05,NYSE,USD,Equity,Financial,Morgan Stanley,Ware-Beck,10.11
1348,Growth,Jamie,META,100,333.86,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,Morgan Stanley,Rodriguez-Reed,16.69
1349,Balanced,Henry,CVX,100,429.04,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Energy,Citi,"Lee, Steele and Butler",21.45
1350,Retirement,Joshua,WFC,1000,330.01,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Financial,UBS,"Paul, Johnson and Spencer",165.0
1351,Growth,Kelly,GOOGL,1000,461.09,SELL,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Goldman Sachs,Hunt Ltd,230.55
1352,ETF,Danielle,JNJ,100,491.01,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Healthcare,Citi,"Harvey, Thompson and Howard",24.55
1353,ETF,Brian,WFC,200,155.51,BUY,2026-07-11,2026-07-13,NYSE,USD,Equity,Financial,Citi,"Villegas, Stone and Myers",15.55
1354,Growth,Andrew,NVDA,200,280.49,SELL,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Technology,Bank of America,Maldonado-Cooper,28.05
1355,Retirement,Vincent,PFE,200,291.4,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Healthcare,Bank of America,Collins-Black,29.14
1356,Retirement,Holly,CVX,200,319.22,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Energy,UBS,"Hawkins, Schneider and Pitts",31.92
1357,Balanced,Madeline,TSLA,1000,69.93,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Auto,UBS,Carter LLC,34.97
1358,Retirement,Angela,XOM,500,342.07,SELL,2026-07-08,2026-07-10,NYSE,USD,Equity,Energy,UBS,Gonzalez-Jones,85.52
1359,Income,Sara,XOM,200,269.44,SELL,2026-07-05,2026-07-07,NYSE,USD,Equity,Energy,JPMorgan,Burch-Conrad,26.94
1360,Income,Brett,AMZN,100,37.46,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Consumer,Citi,Jones Group,1.87
1361,ETF,Dale,TSLA,200,322.52,SELL,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Auto,Bank of America,Park and Sons,32.25
1362,Retirement,Ryan,CVX,100,75.75,SELL,2026-07-11,2026-07-13,NYSE,USD,Equity,Energy,JPMorgan,Cox-Scott,3.79
1363,Retirement,Ellen,AAPL,100,329.76,SELL,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,Citi,Bauer PLC,16.49
1364,ETF,Harry,JPM,1000,318.36,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,JPMorgan,Anderson Group,159.18
1365,Growth,Suzanne,GOOGL,500,25.41,BUY,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Technology,UBS,"Cherry, Sims and Harper",6.35
1366,Retirement,Jay,PFE,200,323.91,SELL,2026-07-10,2026-07-12,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Johnson, Baker and Silva",32.39
1367,Growth,Meghan,META,1000,144.75,SELL,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Saunders, Bauer and Stevens",72.38
1368,Growth,Joseph,TSLA,1000,412.7,BUY,2026-07-09,2026-07-11,NASDAQ,USD,Equity,Auto,Morgan Stanley,Jimenez-Barrera,206.35
1369,Retirement,Jennifer,MSFT,200,156.01,SELL,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,UBS,"Ross, Hawkins and Frederick",15.6
1370,Balanced,Anthony,MSFT,500,40.46,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Kim, Hernandez and Gilbert",10.12
1371,ETF,Kristen,CVX,1000,298.3,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Energy,UBS,Jones LLC,149.15
1372,Balanced,Jessica,BAC,500,402.96,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Financial,UBS,Washington PLC,100.74
